year,movie,actor,dialogue,englishDialogue
2017,Guest Iin London,Paresh Rawal,Municipality ke nal se pani aaye na aaye ... inki aankhon se behna shuru ho jaata hai,Whether the municipality tap pours water or not ... there's always water flowing from her eyes
2017,Golmaal Again,Shreyas Talpade,"Christmas mein sab log bolte hai na Santa aayega, Santa aayega ... sabko pata hai ghanta aayega",In Christmas everyone says that Santa Claus will come ... but everyone knows that no one will come
2017,Golmaal Again,Tabu,Jab God ki marzi hoti hai ... toh cheezon mein logic nahi sirf magic hota hai,"When it comes to the wishes of God ... then there's no logic in things, there's just magic"
2017,Golmaal Again,Sanjay Mishra,Jis tarah dehle ke pehle nehla aata hai ... vaise hi guru ke pehle chela aata hai,Like 9 comes before 10 ... just like that a pupil comes before his teacher
2017,Golmaal Again,Kunal Khemu,Har Diwali bonus nahi hota ... har pimple pus nahi hota ... aur har cross Star Plus nahi hota,Every Diwali doesn't have a bonus ... every pimple doesn't have pus ... and every cross doesn't mean it's the Star Plus channel
2017,Golmaal Again,Mukesh Tiwari,Duniya mein ek hi cheez pe vishvas kiya jaata hai ... woh hai andhvishvas,There's only one thing that people have faith for in this world ... and that's blind faith
2017,Golmaal Again,Kunal Khemu,Bhoot hai toh bhootni hai ... sambhar hai toh chutney hai ... zyada phailoge toh pant phatni hai,If there's a ghost then there's a witch ... if there's lentil soup then there's chutney ... if you spread a lot then your pant will tear apart
2017,Golmaal Again,Arshad Warsi,"Subah subah jab koi bole mujhe apna bana lo ... toh samajh jao ki waqt aa gaya hai ki Godrej hair dye kholo, gholo aur laga lo","In the morning when someone says to make them your dear one ... then understand that the time has come to open Godrej hair dye, mix it and apply it"
2017,Golmaal Again,Kunal Khemu,"Iski madad karna toh aisa hai ... ke apne pairon pe axe, black money pe tax aur interval mein hi climax","Helping him is like ... hitting an axe on your own leg, paying tax on black money and seeing the climax in the interval itself"
2017,Golmaal Again,Arshad Warsi,"Har ladki hai na apne hone wale mein father figure dhoondti hai ... figure uske paas hai, father tu hai",Every girl searches for a father figure in her to be partner ... she has the figure and you're the father
2017,Half Girlfriend,Shraddha Kapoor,Main tumhari girlfriend nahi hoon ... par I can be your half girlfriend,I'm not your girlfriend ... but I can be your half girlfriend
2017,Half Girlfriend,Shraddha Kapoor,Kuch cheezein aisi toot'ti hai ki unka doobara judna possible nahi hota ... sirf daraarein reh jaati hai,"Some things break in such a way that, you can't reconnect them ... only rifts are left behind"
2017,Half Girlfriend,Arjun Kapoor,Hamari amma bachpan se sikhayi ... haaro mat ... haar ko harao,My mother has taught me this since childhood ... don't lose ... instead defeat the loss
2017,Half Girlfriend,Rhea Chakraborty,"When the heart breaks, awaaz toh nahi hoti ... but ek broken heart ko doosre broken heart ka awaaz always sunai deta hai","When the heart breaks, then there's no sound ... but a broken heart can always hear the sound of a broken heart"
2017,Half Girlfriend,Seema Biswas,"Wajah milta nahi hai, dhoondna padta hai ... aur dimaag se nahi, dil se poochiye ... aur jab dil wajah dhoond lega toh saara duniya aapko aapke lakshya tak pahuchane mein jutt jayega","You don't just find a reason, you have to search for it ... ask your heart and not your mind for it ... and once your heart finds that reason then the entire world will get together behind uniting you with your goal"
2017,Half Girlfriend,Arjun Kapoor,"Agar you playing, may be you losing ... magar agar you running away, toh you pakka losing","If you play, may be you'll lose ... but if you run away, then you'll definitely lose"
2017,Ittefaq (2017),Sidharth Malhotra,Koi sach ka sahara leta hai toh koi jhooth ka ... maine ittefaq ka sahara liya,Someone takes the help of truth and someone takes the help of lies ... I took the help of coincidence
2017,Ittefaq (2017),Akshaye Khanna,Khud ko blame karne se dard sirf badta hai ... kam nahi hota hai,By blaming yourself the pain only increases ... it doesn't decrease
2017,Jab Harry Met Sejal,Anushka Sharma,Character ho tum ... A1,You're a character ... of A1 quality
2017,Jab Harry Met Sejal,Shahrukh Khan,"Jitna dhokla, thepla te fafda khana hai khao ... par meri zindagi to jao",Eat as much snacks and fritters as you want ... but go away from my life
2017,Irada,Naseeruddin Shah,"Jalte ghar ko dekhne walon phoos ka chappar aapka hai ... aag ke peeche tezz hawa, aage muqadar aapka hai","People who look at burning houses, remember that your roof is also made from grass ... there's a gust of wind behind the fire, hence the destiny ahead will be yours"
2017,Irada,Naseeruddin Shah,Jungle mein sirf ek sher hota hai ... aur shehar mein sirf ek khalifa ... baki joh hote hai woh sirf hote hai,There can only be one tiger in a jungle ... and there can only be one successor in a city ... everyone else is just useless
2017,Irada,Naseeruddin Shah,"Sirf hungama khada karna mera maqsad nahi, mera maqsad nahi meri koshish hai yeh soorat badalni chahiye ... aaj yeh deewaar parde ki tarah hilne lagi, sharat yeh thi lekin ki buniyaad hilni chahiye ... meere seene mein na sahi, tumhare seene mein sahi ... ho kahin bhi aag, lekin aag jalni chahiye","It's not my intention to just make a blast, it's my attempt that the faces must change ... today this wall is shaking like a curtain, but the bet was to shake the foundation ... if not in my heart, then atleast in your heart ... it doesn't matter where the fire is, but the fire must keep on burning"
2017,Irada,Arshad Warsi,Mutthi mein band hai maut ka khel ... dekh raha hai tujhe aasmaan se sohail,The game of death is locked in your fist ... the stars are staring at you from the sky
2017,Irada,Sagarika Ghatge,Yeh shehar jitna zameen ke upar hai na ... utna hi zameen ke neeche hai,The height this city has above the ground ... it is that much deeper beneath the ground as well
2017,Irada,Divya Dutta,Talab ki raah mein kuch paane se pehle kuch khona padta hai ... bade saude nazar mein ho toh chota hona padta hai,In the path of finding something you have to lose something before you find something ... if you have big deals in sight then you have to become small
2017,Jolly LLB 2,Akshay Kumar,Hum jis din apni aukaat par aaye na ... by god us din tumhare adab ki pudiya banakar tumhare pichwade mein ghused denge ... na paadein niklengi na huggi,The day I come to my skin ... by god that day I'll turn your respect into a packet and I'll push it up your a*s ... you won't be able to fart and neither will you be able to shit
2017,Jolly LLB 2,Akshay Kumar,Is baar angrezi mein Barack Obama ki maa bhi tumhe fail nahi kar sakti,This time in English even Barack Obama's mother won't be able to fail you
2017,Jolly LLB 2,Annu Kapoor,Bekaar aadmi kuch kiya kar ... kapde udherkar siya kar,"Hey useless person, please do something ... tear the clothes and stitch them again"
2017,Jolly LLB 2,Akshay Kumar,Tumhara yeh mendak sa mooh dekhkar hum samajh gaye the ke tum bahut phudkoge,"Right when I saw your frog like face, I understood that you'll jump a lot"
2017,Jolly LLB 2,Brijendra Kala,Bina kursi ke neta ... bina superhit ke abhineta ... aur bina chamber ke vakeel ki koi izzat nahi hai guru,"A politician without a seat ... an actor without a superhit ... and a lawyer without a chamber, don't get any respect"
2017,Julie 2,Rati Agnihotri,Acchai aur acche log ek roshni ki tarah hai ... apne aap mein hi ujaala hai ... kehne ki zaroorat nahi hoti ... dikh jaate hai,Goodness and good people are like the light ... they have brightness within themselves ... you don't have to say it ... you can just see it
2017,Julie 2,Rati Agnihotri,Main tumhe machli doon khane ke liye ... pet toh tumhara bhar jayega ... lekin agar main tumhe machli pakadna sikha doon ... toh zindagi bhar bhook se nahi tarsogi,If I give you a fish to eat ... then it'll fill your stomach ... but if I teach you how to catch a fish ... then you'll never go hungry in life
2017,Julie 2,Rati Agnihotri,Kuch log janam lekar apne liye naseeb le aate hai ... lekin Julie ka janam doosron ke liye naseeb tha,Some people bring their destiny with them when they're born ... but Julie's birth was destiny for others
2017,Judwaa 2,Varun Dhawan,Raja ki izzat hai na koi Saundarya sabun ki tikiya nahi hai ... joh tu gis-giske dho-dhoke phek daale,Raja's dignity is not like a bar of Saundarya soap ... that you can scrub it as needed and then throw it away
2017,Judwaa 2,Varun Dhawan,"Joh main bolta hoon, woh main karta hoon ... aur joh main nahi bolta hoon, woh main WhatsApp karta hoon","Whatever I say, I do that ... and whatever I don't say, I simply WhatsApp that"
2017,Judwaa 2,Varun Dhawan,Duniya ka sabse amir insaan bhi na maa baap ke bina gareeb hota hai,Even the richest person of the world is poor without a mother and a father
2017,Judwaa 2,Varun Dhawan,College mein aata hoon lekin lecture mein nahi aata hoon ... six pack mein aata hoon lekin family pack mein nahi aata hoon ... bus mein aata hoon lekin kisi ke bas mein nahi,"I go to the college, but I don't attend the lecture ... I come with six pack, but not as a family pack ... I come in a bus, but no one can control me"
2017,Judwaa 2,Varun Dhawan,Life mein main sirf do cheezon ki izzat karta hoon ... ek maa aur doosra khana ... kyun ki ek humein janam deti hai aur doosri humein zinda rakhti hai,I only respect two things in life ... one is a mother and other is food ... because one gives us birth and the other keep us alive
2017,Judwaa 2,Varun Dhawan,Pehli line mein panga ... doosri line mein main nanga,You want to fight with me in your first line ... and you want to make me naked in your second line
2017,Judwaa 2,Varun Dhawan,Iski pehli line aafat thi ... lekin last line mein rahat thi,His first line was a disaster ... but there was peace in his last line
2017,Judwaa 2,Salman Khan,Dil mein aata hoon samajh mein nahi ... pant mein aata hoon shirt mein nahi ... cycle pe aata hoon gaadi mein nahi ... aur sun langoth mein aata hoon shorts mein nahi,"I am in the heart, but I am hard to understand ... I come wearing a pant, but not a shirt ... I come on a bicycle, and not in a car ... and listen I come wearing a loincloth, but not shorts"
2017,Judwaa 2,Varun Dhawan,Pehle line mein honesty ... doosre line mein molesty,Honesty in the first line ... and molesty in the second line
2017,Judwaa 2,Varun Dhawan,Salamat hai har woh bete ka papa ... jiske saath hai Ganpati Bappa,Every son's father is safe ... whoever has Lord Ganesha by their side
2017,Judwaa 2,Anupam Kher,Maana door se dekha toh moongphali hai ... paas aakar dekh tera Baahubali hai,I agree that he looks like a groundnut from a distance ... but go close and see as he's your strong and brave man
2017,Judwaa 2,Anupam Kher,Door se dekha toh Alia Bhatt ... paas aakar dekha toh Mahesh Bhatt,When I saw from a distance it seemed like Alia Bhatt ... but when I went closer it turned out to be Mahesh Bhatt
2017,Judwaa 2,Upasna Singh,Ek baar aagad paachad sahi dikhe na ... toh ladka aagad paachad ghoomta rahega,If your front and back looks great ... then the boy will roam in front of you and behind you
2017,Judwaa 2,Upasna Singh,Uska bank balance itna hai ki bank bhi balance nahi kar paata hai,He has so much bank balance that even the bank isn't able to balance that
2017,Mom,Nawazuddin Siddiqui,(Bhagwan har jagah nahi hota hai) ... Issi liye toh usne maa banayi hai,(God is not everywhere) ... That's why he has created a mother
2017,Mom,Sridevi,Galat aur bahut galat mein se chun'na ho ... toh aap kya chunenge?,If you have to pick between something wrong and something very wrong ... then what will you select?
2017,Mom,Nawazuddin Siddiqui,Insaan ki raakh se uski kundli nikaal leta hoon,I can define the horoscope of a person even from his ashes
2017,Mom,Akshaye Khanna,Jab bhi koi aur mere liye mera kaam karta hai ... tab bhi mujhe bahut gussa aata hai,When someone else does my work for me ... then I feel very angry
2017,Mubarakan,Arjun Kapoor,Bande ko na hard working nahi ... smart working hona chahiye,A person should not be hard working ... he should be smart working
2017,Mubarakan,Anil Kapoor,Agar tum logon ka pyar sacha hai toh woh zaroor madad karega ... woh joh soote huye parindon ko pedh se neeche nahi girne deta ... woh apne bandon ko besahara kaise chhodega,If your love is true then God will definitely help you guys ... when he doesn't let the sleeping birds fall from a tree ... then how can he leave his devotees alone
2017,Mubarakan,Arjun Kapoor,Aapke yeh Bernard Shaw wale idea jisne maan liye na ... usko toh Waheguru bhi nahi bacha sakte,The one who listens to these Bernard Shaw ideas of yours ... even God won't be able to save him
2017,Mubarakan,Anil Kapoor,Agar tum dono ne pehle din hi jhoote pati ka patta pehan liya na ... toh sari zindagi bow-bow bhi karte rahoge na ... toh meow-meow hi sunai dena hai,If both of you wear the tag of a lying husband on the first day itself ... then even if you bark bow-bow like a dog for your entire life ... then to it'll sound meow-meow like a cat
2017,Ok Jaanu,Shraddha Kapoor,Jab do log ek saath pyar mein rehte hai ... toh aadat pad jaati hai ek doosre ki ... aur waqt aane pad na aadat chhut'ti hai na pyar,When two people live together being in love ... then you get habituated with each other ... and when the time comes you can't leave the habit nor your love
